customer_id,full_name,recency_days,frequency,monetary,segment
878022,Neha Banerjee,215,1,15698.45,Lost
234451,Nidhi Agarwal,146,1,15697.94,At Risk
206426,Ankit Iyer,186,1,15697.55,Lost
759835,Nidhi Mehta,385,1,15697.39,Lost
513054,Neha Gupta,260,1,15696.69,Lost
287400,Nidhi Kapoor,80,1,15696.09,Active
793429,Kavita Malhotra,238,1,15695.97,Lost
745863,Sneha Das,140,1,15695.89,At Risk
905133,Swati Chatterjee,379,1,15695.55,Lost
500811,Kavita Malhotra,345,1,15695.44,Lost
71560,Sneha Singh,291,1,15694.68,Lost
557496,Shreya Agarwal,101,1,15693.98,At Risk
343644,Kunal Banerjee,287,1,15693.35,Lost
718838,Neha Mehta,268,1,15692.80,Lost
538688,Shreya Patel,393,1,15692.51,Lost
208709,Anjali Gupta,122,1,15692.36,At Risk
498893,Nidhi Iyer,326,1,15692.32,Lost
375630,Pooja Chatterjee,386,1,15691.83,Lost
340410,Aarti Gupta,275,1,15691.30,Lost
748921,Swati Kapoor,393,1,15691.04,Lost
711286,Aarti Chatterjee,184,1,15690.72,Lost
169767,Anjali Reddy,85,1,15690.47,Active
211339,Kavita Das,341,1,15689.98,Lost
743407,Sanjay Iyer,126,1,15689.82,At Risk
509587,Sneha Sharma,63,1,15689.81,Active
176480,Neha Verma,279,1,15689.58,Lost
407091,Pooja Gupta,368,1,15689.45,Lost
198915,Nidhi Chatterjee,311,1,15689.31,Lost
625082,Kunal Mehta,326,1,15689.18,Lost
277322,Sneha Reddy,412,1,15688.85,Lost
694150,Prakash Patel,350,1,15688.50,Lost
126321,Neha Banerjee,138,2,15688.40,At Risk
912574,Preeti Reddy,77,1,15687.35,Active
642937,Meera Mehta,311,1,15686.80,Lost
316459,Shreya Khan,281,1,15686.62,Lost
134941,Riya Gupta,278,1,15686.36,Lost
815951,Anjali Malhotra,158,1,15686.26,At Risk
204744,Suresh Malhotra,397,1,15685.92,Lost
842066,Kavita Malhotra,63,1,15685.87,Active
781497,Rohit Singh,128,1,15685.87,At Risk
489000,Sneha Iyer,337,1,15685.60,Lost
142500,Prakash Khan,127,1,15685.42,At Risk
188463,Aarti Gupta,219,1,15685.20,Lost
380469,Aarti Agarwal,211,1,15685.13,Lost
900390,Rahul Chatterjee,333,1,15685.03,Lost
463723,Riya Reddy,165,1,15684.92,At Risk
689885,Neha Chatterjee,101,1,15684.76,At Risk
169583,Preeti,111,1,15684.47,At Risk
135324,Nidhi Agarwal,131,1,15684.38,At Risk
82149,Swati Agarwal,78,1,15683.80,Active
864458,Isha Patel,350,1,15683.56,Lost
148534,Neha Patel,406,1,15683.24,Lost
444741,Sneha Gupta,93,1,15682.78,At Risk
874321,Riya Malhotra,316,1,15682.47,Lost
544446,Aarti Das,287,1,15682.40,Lost
772477,Sanjay Das,138,1,15682.20,At Risk
331582,Anjali Malhotra,97,1,15682.02,At Risk
832959,Pooja Patel,275,1,15681.92,Lost
121090,Ajay Verma,223,1,15681.53,Lost
33112,Sneha Iyer,280,1,15681.40,Lost
764833,Neha Gupta,297,1,15681.17,Lost
21652,Anjali Chatterjee,243,1,15680.20,Lost
622884,Sneha Gupta,368,1,15679.90,Lost
385954,Anjali Reddy,155,1,15678.78,At Risk
321124,Manish Khan,272,1,15678.53,Lost
360155,Preeti Chatterjee,196,1,15678.44,Lost
918281,Meera Reddy,173,1,15678.35,At Risk
729072,Priya Reddy,141,1,15678.28,At Risk
251236,Sanjay Das,404,1,15678.19,Lost
78607,Deepak Patel,248,1,15677.90,Lost
889672,Priya Verma,231,1,15677.89,Lost
277543,Pooja Chatterjee,189,1,15677.70,Lost
175788,Verma,239,1,15677.34,Lost
665484,Shreya Verma,390,1,15677.34,Lost
434051,Riya Patel,361,1,15676.29,Lost
596352,Isha Agarwal,104,1,15676.01,At Risk
813548,Manish Das,406,1,15675.93,Lost
315823,Kavita Kapoor,308,1,15675.91,Lost
222556,Priya Patel,272,1,15675.81,Lost
482380,Arjun Gupta,377,1,15675.79,Lost
832794,Pooja Banerjee,254,1,15675.64,Lost
250797,Priya Chatterjee,384,1,15675.60,Lost
296210,Preeti Kapoor,105,1,15675.28,At Risk
237545,Kavita Reddy,318,1,15675.12,Lost
451399,Neha Chatterjee,400,1,15675.11,Lost
522820,Nitin Gupta,323,1,15675.01,Lost
411397,Isha Das,206,1,15674.73,Lost
900683,Preeti Singh,396,1,15674.71,Lost
535113,Aarti Malhotra,258,1,15674.69,Lost
823006,Vikas Khan,368,1,15674.54,Lost
613139,Anjali Chatterjee,98,1,15674.45,At Risk
493681,Meera Reddy,166,1,15674.42,At Risk
485405,Pooja Iyer,282,1,15674.15,Lost
722831,Swati Patel,338,1,15673.90,Lost
892074,Meera Kapoor,292,1,15673.84,Lost
396199,Deepak Khan,339,1,15673.31,Lost
890390,Meera Das,284,1,15672.72,Lost
356168,Riya Iyer,363,1,15672.52,Lost
318496,Priya Banerjee,155,1,15672.26,At Risk
655417,Anjali Reddy,69,1,15671.35,Active
953836,Suresh Das,315,1,15670.81,Lost
234201,Pooja Mehta,141,1,15670.29,At Risk
526584,Manish Iyer,397,1,15669.90,Lost
445722,Meera Banerjee,416,1,15669.90,Lost
737320,Nitin Singh,287,1,15669.61,Lost
625365,Shreya Chatterjee,374,1,15669.00,Lost
867291,Isha Agarwal,205,1,15668.77,Lost
535431,Ankit Patel,139,1,15668.48,At Risk
207447,Neha Reddy,220,1,15668.03,Lost
53318,Anjali Sharma,395,1,15667.07,Lost
110315,Suresh Reddy,248,1,15665.85,Lost
84116,Kavita Gupta,56,1,15665.68,Active
552237,Riya Singh,138,1,15665.30,At Risk
960652,Swati Banerjee,322,1,15664.79,Lost
115238,Sneha Verma,68,2,15664.16,Active
387488,Swati Iyer,103,1,15664.15,At Risk
523904,Preeti Verma,282,1,15663.88,Lost
168176,Neha Sharma,244,1,15663.46,Lost
850447,Vivek Verma,408,1,15662.90,Lost
870038,Manish Gupta,220,1,15662.89,Lost
329663,Swati Reddy,362,1,15662.69,Lost
369809,Kavita Verma,67,1,15662.68,Active
136178,Rashmi Patel,286,1,15662.55,Lost
759464,Rohit Singh,132,1,15662.52,At Risk
591858,Isha Das,188,1,15662.46,Lost
581074,Priya Patel,415,1,15661.77,Lost
82474,Shreya Gupta,84,1,15661.73,Active
16017,Suresh Sharma,312,1,15661.47,Lost
757190,Aarti Kapoor,359,1,15660.32,Lost
932357,Shreya Iyer,303,1,15659.44,Lost
495014,Shreya Iyer,173,1,15659.40,At Risk
314554,Riya Sharma,143,1,15659.23,At Risk
44027,Rohit Gupta,76,1,15658.75,Active
926204,Meera Chatterjee,260,1,15658.68,Lost
608260,Anjali Singh,146,1,15657.53,At Risk
298336,Prakash Iyer,272,1,15657.51,Lost
208449,Prakash Kapoor,322,1,15657.33,Lost
627069,Nidhi Das,360,1,15656.79,Lost
160143,Vikas Das,288,1,15656.65,Lost
27156,Arjun Gupta,78,1,15656.21,Active
734323,Prakash Chatterjee,194,1,15656.05,Lost
262265,Kavita Reddy,243,1,15655.90,Lost
471154,Ajay Patel,327,1,15655.72,Lost
379062,Kunal Banerjee,336,1,15654.05,Lost
48607,Sanjay Malhotra,390,1,15653.93,Lost
944311,Nidhi Khan,319,1,15653.71,Lost
763712,Nidhi Gupta,303,1,15653.61,Lost
479786,Sneha Chatterjee,194,1,15653.57,Lost
430444,Anjali Reddy,308,1,15653.30,Lost
183749,Meera Das,289,1,15653.24,Lost
857207,Priya Chatterjee,193,1,15652.94,Lost
513998,Riya Kapoor,405,1,15652.83,Lost
787798,Priya Gupta,361,1,15652.82,Lost
207807,Rohit Singh,143,1,15652.34,At Risk
109862,Vikas Reddy,270,1,15652.00,Lost
826156,Preeti Iyer,367,1,15650.84,Lost
213715,Riya Das,101,1,15650.79,At Risk
107585,Rashmi Malhotra,139,1,15650.14,At Risk
763252,Vikas Chatterjee,245,1,15650.14,Lost
749027,Sanjay Mehta,223,1,15650.01,Lost
243457,Sanjay Sharma,335,1,15649.74,Lost
323960,Rahul Agarwal,237,1,15649.66,Lost
755581,Prakash Iyer,135,1,15649.66,At Risk
534152,Rohit Singh,149,1,15649.15,At Risk
968348,Sneha Malhotra,209,1,15649.10,Lost
80562,Sanjay Singh,348,1,15648.57,Lost
297609,Nidhi Banerjee,287,1,15648.09,Lost
723793,Rashmi Agarwal,407,1,15648.08,Lost
492386,Preeti Verma,210,1,15647.91,Lost
328815,Meera Agarwal,169,1,15647.53,At Risk
403596,Nidhi Khan,396,2,15647.06,Lost
736207,Priya Agarwal,69,1,15645.84,Active
853860,Arjun Chatterjee,244,1,15645.65,Lost
964245,Anjali Khan,213,1,15645.29,Lost
955973,Amit Sharma,232,1,15644.13,Lost
454153,Neha Khan,163,1,15644.09,At Risk
64759,Deepak Gupta,362,1,15644.03,Lost
651936,Ajay Agarwal,187,1,15643.65,Lost
573629,Sanjay Chatterjee,200,1,15643.44,Lost
426429,Priya Chatterjee,151,1,15642.93,At Risk
740427,Sneha Khan,393,1,15642.74,Lost
210970,Swati Kapoor,162,1,15642.18,At Risk
238041,Priya Banerjee,242,1,15642.06,Lost
494000,Kavita Singh,262,1,15641.08,Lost
62209,Neha Patel,58,1,15640.79,Active
189586,Rohit Kapoor,252,1,15640.61,Lost
529585,Nidhi Das,95,1,15640.05,At Risk
86756,Meera Kapoor,360,1,15639.45,Lost
819115,Riya Mehta,239,1,15639.19,Lost
496905,Kavita Kapoor,347,1,15639.00,Lost
277099,Kavita Malhotra,348,1,15638.90,Lost
680965,Anjali Kapoor,147,1,15638.54,At Risk
188712,Vikas Banerjee,397,1,15637.75,Lost
195142,Aarti Das,320,1,15637.10,Lost
970847,Shreya Sharma,229,1,15636.69,Lost
920196,Pooja Chatterjee,58,1,15636.42,Active
673146,Kavita Reddy,292,1,15636.39,Lost
146750,Vivek Banerjee,323,1,15636.09,Lost
9102,Priya Gupta,367,1,15635.54,Lost
325075,Kavita Patel,300,1,15635.18,Lost
59710,Sneha Agarwal,417,1,15634.73,Lost
116194,Riya Patel,275,1,15634.42,Lost
630079,Riya Chatterjee,68,1,15634.34,Active
34809,Ajay Agarwal,213,1,15633.91,Lost
638694,Gupta,254,1,15633.78,Lost
81422,Manish Banerjee,333,1,15633.20,Lost
943650,Anjali Malhotra,86,1,15632.23,Active
7135,Riya Patel,292,1,15632.20,Lost
322457,Priya Agarwal,80,1,15632.16,Active
819407,Vivek Banerjee,285,1,15632.16,Lost
512371,Shreya Verma,241,1,15631.78,Lost
685280,Aarti Banerjee,100,1,15631.50,At Risk
225895,Ankit Khan,333,1,15631.35,Lost
215816,Anjali Agarwal,332,1,15630.97,Lost
576262,Neha Banerjee,370,1,15630.57,Lost
422246,Riya Mehta,182,1,15630.22,Lost
653419,Priya Kapoor,371,1,15630.20,Lost
38379,Deepak Agarwal,277,1,15630.16,Lost
932073,Rashmi Singh,261,1,15630.09,Lost
219631,Kunal Khan,189,1,15629.74,Lost
209627,Preeti Kapoor,92,1,15629.70,At Risk
199954,Suresh Banerjee,262,1,15629.38,Lost
514137,Riya Verma,291,1,15629.04,Lost
359519,Preeti Chatterjee,308,1,15628.77,Lost
783736,Kavita Gupta,130,1,15628.54,At Risk
166647,Rashmi Banerjee,108,1,15628.34,At Risk
17270,Pooja Reddy,294,1,15628.09,Lost
534657,Kunal Sharma,282,1,15627.69,Lost
667244,Shreya Singh,303,1,15627.39,Lost
371382,Priya Khan,329,1,15627.31,Lost
102162,Priya Das,163,1,15627.11,At Risk
158598,Shreya Reddy,198,1,15627.02,Lost
251392,Meera Agarwal,93,1,15627.01,At Risk
797477,Nitin Reddy,244,1,15626.57,Lost
885154,Vikas Gupta,175,1,15626.41,At Risk
202353,Manish Singh,187,1,15625.24,Lost
103765,Isha Iyer,408,1,15625.06,Lost
231012,Swati Malhotra,330,1,15624.97,Lost
796843,Rashmi Agarwal,344,1,15624.89,Lost
432791,Pooja Chatterjee,298,1,15624.78,Lost
898799,Swati Reddy,145,1,15624.27,At Risk
864838,Kavita Verma,242,1,15623.91,Lost
975747,Amit Singh,232,1,15623.77,Lost
947857,Preeti Chatterjee,366,1,15623.61,Lost
153511,Anjali Mehta,394,1,15623.39,Lost
150339,Sanjay Verma,73,1,15623.16,Active
384103,Riya Banerjee,367,1,15622.66,Lost
791399,Suresh Verma,342,1,15622.08,Lost
410681,Sneha Khan,147,1,15621.97,At Risk
603213,Sneha Iyer,395,1,15621.74,Lost
351364,Preeti Malhotra,78,1,15621.71,Active
530918,Shreya Agarwal,58,1,15621.30,Active
104450,Manish Das,369,1,15621.28,Lost
797295,Neha Agarwal,132,1,15621.01,At Risk
554398,Swati Kapoor,68,1,15620.96,Active
882103,Vivek Singh,135,1,15620.64,At Risk
600183,Sneha Banerjee,168,1,15620.07,At Risk
727548,Suresh Sharma,272,1,15619.74,Lost
379778,Agarwal,230,1,15619.57,Lost
716086,Aarti Iyer,117,1,15619.47,At Risk
947342,Sneha Sharma,217,1,15619.38,Lost
36104,Kunal Chatterjee,114,1,15619.00,At Risk
830438,Vivek Chatterjee,327,1,15618.60,Lost
792299,Isha Verma,233,1,15618.10,Lost
160708,Ankit Iyer,210,1,15618.00,Lost
499097,Kavita Malhotra,84,1,15617.79,Active
554369,Swati Banerjee,178,1,15617.67,At Risk
182785,Kavita Chatterjee,232,1,15617.55,Lost
681029,Sneha Banerjee,70,1,15617.24,Active
534797,Deepak Sharma,65,1,15616.54,Active
40464,Rohit Singh,160,1,15615.97,At Risk
156820,Kavita Singh,156,1,15615.54,At Risk
908877,Priya Sharma,260,1,15615.31,Lost
432912,Ankit Agarwal,226,1,15615.27,Lost
894112,Swati Das,133,1,15615.04,At Risk
489255,Riya Iyer,409,1,15614.56,Lost
649585,Amit Iyer,93,1,15614.55,At Risk
725693,Priya Mehta,201,1,15614.48,Lost
984192,Swati Banerjee,82,1,15613.96,Active
793242,Rahul Banerjee,416,1,15613.73,Lost
928153,Meera Chatterjee,204,1,15613.40,Lost
474648,Aarti Singh,124,1,15612.53,At Risk
494828,Nidhi Verma,384,1,15612.39,Lost
615885,Rohit Reddy,276,1,15612.01,Lost
706546,Isha Patel,97,1,15611.94,At Risk
141129,Riya Mehta,324,1,15611.87,Lost
818812,Pooja Banerjee,272,1,15611.77,Lost
968714,Amit Iyer,316,1,15611.73,Lost
613883,Pooja Chatterjee,382,1,15611.54,Lost
223919,Kavita Banerjee,101,1,15611.46,At Risk
688411,Vivek Malhotra,298,2,15611.15,Lost
378421,Meera Sharma,200,1,15610.42,Lost
248894,Vivek Reddy,65,1,15610.30,Active
25825,Preeti Gupta,353,1,15610.14,Lost
890024,Nidhi Verma,73,1,15609.89,Active
37941,Prakash Sharma,411,1,15609.81,Lost
328081,Isha Khan,196,1,15609.65,Lost
72320,Priya Verma,288,1,15609.30,Lost
277802,Rohit Mehta,172,1,15609.15,At Risk
337175,Kavita Singh,150,1,15609.03,At Risk
314449,Sneha Malhotra,243,1,15608.90,Lost
526241,Manish Sharma,252,1,15608.47,Lost
371062,Vivek Verma,369,1,15608.46,Lost
399281,Rohit Chatterjee,254,1,15608.02,Lost
335710,Anjali Patel,315,1,15607.79,Lost
839157,Riya Kapoor,133,1,15607.59,At Risk
270529,Preeti Reddy,204,1,15607.04,Lost
205770,Amit Khan,147,2,15606.75,At Risk
407761,Nitin Gupta,83,1,15606.32,Active
262020,Nidhi Gupta,183,1,15605.99,Lost
163771,Manish Sharma,94,1,15605.57,At Risk
678123,Sneha Khan,318,1,15604.74,Lost
762481,Vikas Malhotra,342,1,15604.58,Lost
232463,Neha Verma,408,1,15604.51,Lost
891163,Preeti Kapoor,382,1,15604.45,Lost
990657,Ankit Agarwal,62,1,15604.43,Active
311096,Anjali Gupta,85,1,15604.17,Active
728499,Priya Iyer,294,1,15602.84,Lost
330686,Prakash Iyer,293,1,15602.48,Lost
240109,Isha Mehta,315,1,15602.14,Lost
296476,Vikas Agarwal,131,1,15601.60,At Risk
727164,Isha Singh,107,1,15601.50,At Risk
1095,Ankit Reddy,296,1,15601.35,Lost
509538,Suresh Agarwal,241,1,15600.77,Lost
581732,Swati Malhotra,139,1,15600.50,At Risk
942498,Rohit Singh,69,1,15599.38,Active
894265,Aarti Sharma,160,1,15599.32,At Risk
404138,Vivek Iyer,309,1,15599.10,Lost
801405,Rashmi Mehta,324,1,15598.63,Lost
947091,Rashmi Iyer,334,1,15598.20,Lost
912772,Nidhi Malhotra,122,1,15597.78,At Risk
849585,Isha Sharma,231,1,15596.91,Lost
738032,Isha Sharma,253,1,15596.15,Lost
672430,Aarti Verma,369,1,15596.15,Lost
27086,Manish Kapoor,264,1,15595.82,Lost
927178,Kunal Kapoor,257,1,15595.65,Lost
453793,Meera Das,173,1,15595.48,At Risk
218867,Prakash Malhotra,281,1,15595.29,Lost
626059,Swati Sharma,335,1,15594.79,Lost
743724,Riya Singh,198,1,15594.71,Lost
226864,Sneha Mehta,307,1,15594.18,Lost
466319,Rahul Gupta,341,1,15592.65,Lost
344851,Arjun Chatterjee,130,1,15591.59,At Risk
648268,Vikas Malhotra,351,1,15591.53,Lost
770539,Swati Reddy,242,1,15591.40,Lost
144289,Riya Das,211,1,15591.32,Lost
707664,Rashmi Patel,358,1,15591.24,Lost
277630,Nitin Agarwal,162,1,15591.17,At Risk
708052,Manish Sharma,173,1,15590.34,At Risk
474620,Kavita Iyer,294,1,15590.31,Lost
193681,Priya Malhotra,397,1,15589.90,Lost
405907,Swati Sharma,171,1,15589.64,At Risk
554216,Priya Sharma,95,1,15589.33,At Risk
597187,Meera Mehta,136,1,15589.22,At Risk
605457,Anjali Banerjee,139,1,15587.48,At Risk
899179,Shreya Iyer,86,1,15587.15,Active
163527,Suresh Mehta,267,1,15586.92,Lost
515470,Kavita Gupta,328,1,15586.13,Lost
522206,Aarti Chatterjee,320,1,15585.99,Lost
276028,Pooja Reddy,365,1,15585.38,Lost
458623,Neha Iyer,75,1,15585.29,Active
550558,Sneha Banerjee,180,1,15584.94,At Risk
34365,Rohit Mehta,305,1,15584.78,Lost
268475,Kavita Khan,402,1,15584.35,Lost
244399,Riya Iyer,198,1,15584.13,Lost
546758,Riya Malhotra,187,1,15584.10,Lost
637033,Isha Banerjee,185,1,15584.05,Lost
298949,Rohit Iyer,294,1,15583.99,Lost
897883,Nidhi Das,335,1,15583.40,Lost
490349,Deepak Kapoor,195,1,15583.06,Lost
714868,Isha Iyer,260,1,15582.79,Lost
629787,Kavita Banerjee,297,1,15582.78,Lost
446445,Isha Kapoor,305,1,15582.42,Lost
389078,Shreya Gupta,378,1,15582.11,Lost
938629,Anjali Agarwal,365,1,15581.50,Lost
57334,Rashmi Patel,56,1,15581.13,Active
281258,Prakash Das,391,1,15580.62,Lost
711121,Priya Reddy,217,1,15580.24,Lost
352190,Rohit Reddy,365,1,15579.92,Lost
115530,Sanjay Verma,209,1,15579.85,Lost
58412,Isha Patel,175,1,15579.37,At Risk
473778,Amit Mehta,239,1,15579.30,Lost
556878,Neha Patel,296,1,15578.93,Lost
677464,Amit Verma,111,1,15578.83,At Risk
892906,Pooja Singh,68,1,15578.58,Active
875956,Ajay Kapoor,180,1,15578.58,At Risk
454486,Isha Mehta,179,1,15578.48,At Risk
194725,Suresh Agarwal,401,1,15578.40,Lost
577491,Rashmi Mehta,353,1,15577.74,Lost
430507,Rohit Malhotra,351,1,15577.62,Lost
658583,Preeti Gupta,272,1,15577.35,Lost
789123,Isha Sharma,200,1,15577.06,Lost
653636,Manish Chatterjee,88,1,15576.52,Active
929862,Vikas Banerjee,185,1,15576.38,Lost
387899,Manish Mehta,338,1,15576.09,Lost
629369,Sneha Gupta,238,1,15575.39,Lost
270140,Rohit Mehta,89,1,15574.99,Active
483626,Deepak Agarwal,293,1,15574.36,Lost
850691,Rahul Verma,161,1,15574.33,At Risk
271786,Nidhi Malhotra,396,1,15573.99,Lost
530415,Kavita Agarwal,245,1,15573.41,Lost
986869,Shreya Reddy,212,1,15573.21,Lost
51858,Riya Singh,276,1,15573.18,Lost
155862,Priya Agarwal,324,1,15572.70,Lost
39188,Rohit Gupta,218,1,15572.57,Lost
278839,Rahul Singh,87,1,15571.86,Active
820762,Meera Mehta,131,1,15571.66,At Risk
113984,Kavita Mehta,191,1,15570.64,Lost
295854,Riya Malhotra,189,1,15570.12,Lost
390260,Sneha Das,417,1,15569.46,Lost
38448,Neha Iyer,71,1,15569.23,Active
824073,Sneha Kapoor,359,1,15569.20,Lost
159686,Swati Verma,184,1,15568.97,Lost
957792,Manish Verma,365,1,15568.85,Lost
248392,Preeti Verma,184,1,15568.82,Lost
523851,Amit Banerjee,307,1,15568.52,Lost
183876,Isha Iyer,203,1,15568.41,Lost
272002,Kavita Iyer,325,1,15568.00,Lost
110043,Rohit Khan,186,1,15567.58,Lost
194890,Aarti Das,261,1,15567.36,Lost
627287,Vivek Malhotra,379,1,15566.97,Lost
8886,Isha Malhotra,144,1,15566.26,At Risk
15461,Sanjay Reddy,204,1,15565.98,Lost
244295,Vikas Mehta,147,1,15565.35,At Risk
240796,Swati Verma,207,1,15565.26,Lost
310557,Prakash Das,92,1,15564.71,At Risk
686077,Deepak Sharma,94,1,15564.34,At Risk
9470,Nitin Kapoor,385,1,15563.98,Lost
612183,Manish,369,1,15563.64,Lost
292098,Isha Reddy,299,1,15562.89,Lost
882334,Sneha Reddy,261,1,15562.60,Lost
610373,Rahul Verma,297,1,15562.30,Lost
66590,Preeti Iyer,93,1,15562.15,At Risk
119603,Neha Agarwal,293,1,15561.85,Lost
637125,Kavita Chatterjee,323,1,15561.01,Lost
235049,Vikas Singh,153,1,15560.96,At Risk
828226,Swati Reddy,366,1,15560.77,Lost
237569,Aarti Mehta,273,1,15560.18,Lost
499437,Nidhi Chatterjee,327,1,15559.99,Lost
899284,Suresh Gupta,350,1,15559.81,Lost
5621,Sanjay Verma,71,1,15559.75,Active
284397,Manish Reddy,380,1,15559.54,Lost
860648,Neha Gupta,379,1,15559.32,Lost
876933,Kavita Singh,356,1,15559.08,Lost
955990,Isha Agarwal,80,1,15558.22,Active
612162,Nidhi Agarwal,255,1,15558.05,Lost
172496,Rashmi Sharma,160,1,15557.75,At Risk
496644,Rashmi Khan,351,1,15557.28,Lost
478913,Nitin Kapoor,254,1,15557.06,Lost
436114,Anjali Iyer,212,1,15556.57,Lost
826375,Kavita Das,400,1,15556.55,Lost
798076,Sanjay Verma,198,1,15556.42,Lost
852293,Rashmi Kapoor,199,1,15556.29,Lost
845074,Nidhi Mehta,368,1,15555.85,Lost
148030,Preeti Malhotra,318,1,15555.20,Lost
402769,Swati Kapoor,98,1,15555.14,At Risk
598758,Kavita Banerjee,266,1,15555.04,Lost
332152,Kavita Agarwal,253,1,15555.03,Lost
138903,Ankit Patel,300,1,15554.98,Lost
712775,Isha Singh,217,1,15554.85,Lost
778865,Riya Iyer,372,1,15554.82,Lost
640253,Priya Iyer,289,1,15553.55,Lost
932811,Neha Kapoor,212,1,15553.52,Lost
798470,Neha Verma,417,1,15553.52,Lost
99619,Kunal Das,335,1,15552.71,Lost
634811,Priya Khan,357,1,15552.64,Lost
121359,Shreya Reddy,139,1,15552.58,At Risk
678540,Shreya Verma,375,1,15552.24,Lost
942171,Rashmi Reddy,148,1,15552.19,At Risk
376567,Suresh Mehta,357,1,15552.06,Lost
122928,Amit Das,72,1,15551.89,Active
415171,Aarti Khan,228,2,15551.84,Lost
444943,Shreya Gupta,271,1,15551.69,Lost
896385,Priya Gupta,129,1,15551.42,At Risk
328242,Neha Mehta,119,1,15551.04,At Risk
342770,Shreya Iyer,153,1,15550.95,At Risk
840641,Vikas Khan,225,1,15550.77,Lost
194332,Isha Iyer,401,1,15550.45,Lost
301333,Priya Banerjee,109,1,15550.33,At Risk
274947,Aarti Patel,157,1,15550.24,At Risk
799829,Sneha Singh,222,1,15550.19,Lost
571133,Preeti Malhotra,181,1,15550.15,Lost
843006,Sneha Singh,415,1,15549.97,Lost
274864,Ankit Patel,138,1,15549.58,At Risk
568755,Anjali Khan,85,1,15549.46,Active
759253,Suresh Khan,229,1,15548.61,Lost
353437,Nitin Reddy,319,1,15548.57,Lost
51303,Nidhi Reddy,140,1,15548.38,At Risk
582268,Rashmi Agarwal,412,1,15548.20,Lost
542120,Aarti Das,411,1,15547.80,Lost
616115,Nitin Sharma,333,1,15547.55,Lost
137540,Rahul Patel,370,1,15547.44,Lost
760155,Neha Singh,111,1,15547.21,At Risk
54616,Nidhi Reddy,268,2,15546.43,Lost
321190,Anjali Reddy,301,1,15546.28,Lost
252340,Amit Iyer,181,1,15546.04,Lost
114130,Swati Patel,284,1,15545.40,Lost
482625,Riya Chatterjee,92,1,15545.27,At Risk
131547,Isha Khan,412,1,15544.99,Lost
233452,Prakash Agarwal,267,1,15544.96,Lost
319,Nidhi Banerjee,75,1,15544.90,Active
691273,Aarti Mehta,212,1,15544.80,Lost
690940,Sanjay Verma,390,1,15544.25,Lost
889646,Rashmi Patel,354,1,15543.73,Lost
182657,Nidhi Kapoor,168,1,15543.03,At Risk
844579,Aarti Khan,156,1,15542.87,At Risk
761984,Anjali Sharma,218,1,15542.85,Lost
732307,Sneha Banerjee,306,1,15542.12,Lost
825521,Riya Patel,132,1,15542.07,At Risk
421540,Priya Iyer,186,1,15541.97,Lost
424995,Priya Malhotra,164,1,15541.63,At Risk
738587,Pooja Chatterjee,104,2,15541.59,At Risk
877723,Ajay Mehta,403,1,15541.45,Lost
449689,Sneha Singh,397,1,15541.35,Lost
692290,Meera Mehta,416,1,15541.09,Lost
568276,Priya Patel,168,1,15540.92,At Risk
105878,Manish Agarwal,329,1,15540.80,Lost
875787,Meera Das,291,1,15540.72,Lost
963177,Rohit Mehta,380,1,15540.62,Lost
795632,Isha Iyer,394,1,15540.23,Lost
252891,Preeti Malhotra,65,1,15540.23,Active
329374,Aarti Reddy,302,1,15539.89,Lost
299280,Anjali Chatterjee,264,1,15539.68,Lost
613055,Rohit Banerjee,149,1,15539.25,At Risk
290004,Arjun Agarwal,84,1,15538.98,Active
124263,Prakash Sharma,244,1,15538.47,Lost
497230,Rashmi Iyer,71,1,15538.45,Active
340159,Kavita Gupta,336,1,15538.39,Lost
767688,Deepak Kapoor,347,1,15537.71,Lost
3646,Priya Agarwal,349,1,15537.39,Lost
650027,Rashmi Kapoor,304,1,15536.02,Lost
523550,Meera Reddy,167,1,15535.36,At Risk
537018,Riya Singh,199,1,15535.32,Lost
847312,Shreya Iyer,195,1,15534.61,Lost
630552,Meera Banerjee,333,1,15534.60,Lost
110143,Priya Das,187,1,15534.42,Lost
892422,Sneha Chatterjee,117,1,15534.41,At Risk
80998,Kavita Singh,111,1,15533.71,At Risk
265847,Aarti Chatterjee,232,1,15533.46,Lost
525357,Nidhi Reddy,173,1,15533.25,At Risk
966163,Anjali Malhotra,286,1,15533.15,Lost
824358,Riya Das,219,1,15533.10,Lost
143184,Riya Reddy,182,1,15532.47,Lost
661838,Pooja Singh,97,1,15530.90,At Risk
384208,Neha Gupta,281,1,15529.82,Lost
95166,Swati Khan,119,1,15529.78,At Risk
469287,Rahul Iyer,92,1,15528.53,At Risk
840405,Isha Khan,203,1,15528.40,Lost
315732,Rashmi Sharma,387,1,15527.70,Lost
514563,Vivek Banerjee,387,1,15527.59,Lost
950461,Priya Malhotra,148,1,15527.27,At Risk
659043,Suresh Singh,326,1,15527.24,Lost
831378,Preeti Mehta,358,1,15527.08,Lost
760928,Shreya Chatterjee,233,1,15526.81,Lost
665001,Amit Banerjee,189,2,15526.14,Lost
208576,Swati Singh,200,1,15525.92,Lost
364929,Shreya Iyer,343,1,15525.86,Lost
917066,Ajay Gupta,103,1,15525.44,At Risk
173883,Verma,211,1,15525.03,Lost
734699,Isha Sharma,321,1,15524.76,Lost
